Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Average NAR,avrg
1415,RUR4415,RUR4415__GHKKotlikhano,3,C4-WZD-07,31,Stand by,,1,1,1,1,1,1,1,1,1,0.9936921296296296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9996846064814815,0.9996846064814815
1416,DSK9637,DSK9637__Gali_College,3,C4-WZD-07,,CP Prime,,1,1,1,0.9098958333333333,1,1,1,1,0.7550270061728395,0.9165316358024691,0.883641975308642,1,1,1,1,0.8539930555555555,0.8919945987654321,0.8847993827160494,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9547941743827162,0.9547941743827161
1417,RUR8984,RUR8984__QadirTownUgokiSKT,3,C4-WZD-07,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8957947530864198,1,0.9613425925925926,0.8858603395061728,1,1,1,1,1,1,1,1,1,1,1,0.9871498842592594,0.9871498842592592
1418,RUR6296,RUR6296__S_Baddoke,3,C4-WZD-07,,E.Co,e.coPK018441PU,0.9200617283950617,0.9098688271604939,1,1,1,1,1,1,1,1,1,1,1,1,0.9898726851851852,1,1,1,0.9925733024691358,0.8821759259259259,1,1,1,1,1,1,1,1,1,1,1,0.98472762345679,0.9847276234567901
1419,SMB5779,SMB5779__S_MohallaSherabad,3,C4-WZD-07,,Enfrashare,EC1-SMB-02329,0.9059992283950618,0.8385918209876544,0.9435763888888888,0.9423996913580247,0.9287037037037037,0.9417824074074074,0.9415509259259259,0.9297337962962963,0.9512345679012346,0.9343364197530865,0.9384645061728395,0.9557677469135802,0.9486496913580247,1,0.9714197530864197,0.9377970679012345,0.8753086419753087,0.9459297839506173,0.7957175925925926,0.7069521604938271,1,1,1,1,1,1,1,1,1,1,1,0.9166957947530863,0.9166957947530864
1420,WZB4220,WZB4220__WazirabadBypas,3,C4-WZD-07,,GLO,,1,1,0.7254552469135802,0.5445833333333332,0.6989467592592593,1,1,0.8064814814814815,0.7977006172839506,0.7949652777777778,1,1,0.9943479938271604,1,1,1,1,1,1,0.9483603395061728,1,1,1,1,1,1,1,1,1,1,1,0.9155420524691358,0.9155420524691358
1421,RUR0513,RUR0513__BuddaGuraya,3,C4-WZD-07,,Enfrashare,EC1-GUJ-08633,0.859525462962963,0.9479513888888889,1,1,1,1,1,1,0.7902970679012347,0.7703587962962966,1,1,0.8468942901234568,0.8835841049382716,0.9770833333333333,0.7748263888888888,1,0.9028163580246913,0.7752932098765428,0.7414197530864197,1,1,1,1,1,1,1,1,1,1,1,0.9135025077160494,0.9135025077160494
1422,BPW9697,BPW9697__S_Baga Chowk_Sahuwal_MDSK1584,3,C4-WZD-07,30,Stand by,,1,1,0.9986689814814815,1,1,1,1,1,1,1,1,1,1,0.9979166666666667,0.9950810185185185,1,0.8688464506172839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9930256558641976,0.9930256558641974
1423,RUR3268,RUR3268__PropiNagra,3,C4-WZD-07,9,Stand by,,1,1,1,1,1,1,1,0.9796875,1,1,1,1,1,1,1,1,1,0.9300231481481481,0.990625,0.9869791666666666,1,1,1,1,1,1,1,1,1,1,1,0.9943657407407409,0.9943657407407407
1424,DSK9945,DSK9945__Gulistan_Colony,3,C4-WZD-07,27,Stand by,,1,1,1,0.9385416666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9969270833333332,0.9969270833333332
1425,RUR0795,RUR0795__S_BegowalWarid_MDWA1952,3,C4-WZD-07,20,Stand by,,1,0.9960841049382716,1,1,1,1,1,0.8358217592592592,1,1,1,1,0.9827546296296297,1,1,0.9072337962962963,1,1,0.9987461419753086,0.9875771604938272,1,1,1,1,1,1,1,1,1,1,1,0.9854108796296298,0.9854108796296296
1426,WZB0571,WZB0571__S_ChemaColonyWarid_MDWA1512,3,C4-WZD-07,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1427,SMB5436,SMB5436__S_RasoolPura,3,C4-WZD-07,,Enfrashare,EC1-SKT-01513,1,1,0.9956597222222222,0.9224151234567901,0.9626967592592592,0.9593557098765432,1,0.9868634259259259,0.9696566358024692,0.9912037037037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9893925540123456,0.9893925540123456
1428,DSK5984,DSK5984__S_Shadpura Warid_DK5730,3,C4-WZD-07,30,Stand by,,0.8840972222222222,0.9718557098765432,1,0.8445679012345679,0.8197145061728396,0.9764467592592593,1,1,0.7076851851851852,1,0.7848996913580246,1,1,0.9886574074074074,1,0.9798804012345679,0.9976851851851852,0.9452932098765432,0.9745370370370371,1,1,1,1,1,1,1,1,1,1,1,1,0.9437660108024692,0.9437660108024691
1429,RUR9508,RUR9508__S_Guliyan_Wali_Pulli_Amjad_Nagar_Rd_2J3776,3,C4-WZD-07,20,Stand by,,1,1,1,1,0.8884837962962963,1,1,1,1,1,1,0.8999729938271605,0.9386574074074074,1,1,0.8056905864197531,0.9725887345679012,1,0.9141975308641975,1,1,1,1,1,1,1,1,1,1,1,1,0.9709795524691357,0.9709795524691358
1430,RUR0720,RUR0720__Khambranwala_New,3,C4-WZD-07,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9964506172839506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998225308641976,0.9998225308641975
1431,BPW3014,BPW3014__S_Bhopal_1,3,C4-WZD-07,20,Stand by,,1,1,1,1,1,1,1,1,1,0.9616898148148149,1,1,1,1,1,0.9428626543209877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9952276234567901,0.9952276234567902
1432,SRW9971,SRW9971__MozqKhussar,3,C4-WZD-07,13,Stand by,,1,1,0.999633487654321,1,1,1,1,1,1,1,1,1,0.8978009259259259,1,1,1,1,1,1,0.9103587962962963,1,1,1,1,1,1,1,1,1,1,1,0.9903896604938274,0.9903896604938273
1433,SMB4742,SMB4742__S_TheEducators,3,C4-WZD-07,,E.Co,e.coPK016469PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1434,RUR9489,RUR9489__S_Jamkey_Chatta_Main_Bazar_WA1971,3,C4-WZD-07,20,Stand by,,1,1,0.9955439814814815,1,1,0.897337962962963,0.997608024691358,1,0.9668981481481481,1,1,1,1,1,1,0.9399305555555556,1,1,0.8894675925925926,1,1,1,1,1,1,1,1,1,1,1,1,0.9843393132716048,0.984339313271605
1435,WZB0364,WZB0364_MainBazar_NEW,3,C4-WZD-07,9,Stand by,,1,1,0.8674498456790123,0.9958680555555556,1,0.998900462962963,1,1,1,1,1,1,1,1,1,0.991820987654321,1,1,0.9654320987654321,0.7845794753086419,1,1,1,1,1,1,1,1,1,1,1,0.9802025462962964,0.9802025462962963
1436,RUR9764,RUR9764__S_Kot_SanaullahWarid_MR2K3780,3,C4-WZD-07,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8673688271604938,0.6980594135802469,1,1,1,1,1,1,1,1,1,1,1,0.978271412037037,0.978271412037037
1437,DMK6995,DMK6995__LorrikkeDaska,3,C4-WZD-07,,GLO,,1,1,1,1,1,1,1,0.9964120370370371,1,1,1,1,1,1,1,1,1,1,0.8539313271604938,0.9962731481481482,1,1,1,1,1,1,1,1,1,1,1,0.992330825617284,0.9923308256172839
1438,RUR5289,RUR5289__T_ForwardSports_PvtLtd,2,C4-WZD-07,,Jazz CP Prime,,1,1,1,1,1,1,1,0.9953009259259259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9997650462962963,0.9997650462962963
1439,WZB0060,WZB0060__DhonkalRdWazir_B,3,C4-WZD-07,30,Stand by,,1,1,1,1,0.9462229938271605,1,1,0.9767939814814814,1,1,1,1,1,1,1,1,0.9679398148148148,0.9810300925925926,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9935993441358025,0.9935993441358025
1440,RUR0363,RUR0363__MansoorWaliPI_NEW,3,C4-WZD-07,,GLO,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1441,SMB3356,SMB3356__SKTRailwaySambrial,4,C4-WZD-07,20,Stand by,,1,1,0.9901186342592593,1,1,0.9962528935185185,0.9993344907407408,1,1,1,1,1,1,1,1,1,1,1,0.999363425925926,1,1,1,1,1,1,1,1,1,1,1,1,0.9992534722222223,0.9992534722222223
1442,RUR2762,RUR2762__Jatheke,3,C4-WZD-07,20,Stand by,,1,1,0.9451195987654321,1,1,0.8827932098765432,1,1,1,1,1,1,1,1,0.9728395061728395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9900376157407408,0.9900376157407408
1443,RUR5972,RUR5972__S_Mundikay chowk Warid_475349,4,C4-WZD-07,27,Stand by,,1,1,1,0.9734606481481481,1,0.9798726851851852,0.9646412037037038,1,0.9458043981481481,1,0.9939814814814815,1,1,1,1,0.9909722222222223,1,0.9913194444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9920026041666666,0.9920026041666666
1444,RUR9170,RUR9170_RorasVillage,3,C4-WZD-07,20,Stand by,,1,1,1,1,1,1,1,1,1,1,0.8355131172839506,1,1,0.9415740740740741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9888543595679012,0.9888543595679011
1445,RUR5489,RUR5489__S_Dhaunkal_CMPak7703,3,C4-WZD-07,,CM Pak,7703,1,1,0.9905478395061729,0.9106558641975309,0.895775462962963,0.6141203703703704,0.9126967592592593,0.9659722222222222,1,1,1,1,0.7724537037037037,1,1,1,1,0.9558449074074074,1,0.5997685185185185,1,1,1,1,1,1,1,1,1,1,1,0.9308917824074076,0.9308917824074073
1446,WZB9816,WZB9816__MohahlaAllbad,4,C4-WZD-07,20,Stand by,,1,1,1,1,0.9829571759259259,0.8851678240740741,1,0.9835358796296296,1,1,1,0.9868981481481481,0.9973003472222223,1,0.9642795138888889,0.9920688657407407,1,0.9931857638888889,1,0.9118923611111112,1,1,1,1,1,1,1,1,1,1,1,0.9848642939814815,0.9848642939814815
1447,RUR0714,RUR0714_LoharanWallNEW,3,C4-WZD-07,9,Stand by,,1,1,1,0.9548418209876544,1,1,0.8931944444444444,0.9283564814814814,0.944849537037037,1,0.9597800925925926,1,1,1,1,0.9261574074074075,1,0.9801311728395061,1,0.9589467592592593,1,1,1,1,1,1,1,1,1,1,1,0.9773128858024693,0.9773128858024691
1448,DSK5669,DSK5669_H_Gaga Daska Sialkot,3,C4-WZD-07,,Enfrashare,EC1-DSK-06497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9864583333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9993229166666667,0.9993229166666667
1449,WZB9742,WZB9742__S_WazirabadWarid_MDWA4191,3,C4-WZD-07,27,Stand by,,1,1,0.8816782407407407,0.9852893518518518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9074845679012346,1,1,1,1,1,1,1,1,1,1,1,0.9887226080246915,0.9887226080246915
1450,DMK6997,DMK6997__TalharaDaska,3,C4-WZD-07,30,Stand by,,1,1,0.9972800925925925,1,1,0.9958333333333333,1,1,1,0.9552854938271604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9974199459876545,0.9974199459876543
1451,RUR4032,RUR4032__SKTWellRiseFactory,3,C4-WZD-07,30,Stand by,,1,1,1,1,1,0.7090547839506172,1,0.8961805555555555,1,1,1,1,1,0.9925154320987655,1,1,0.9671296296296297,0.972878086419753,0.9965856481481481,1,1,1,1,1,1,1,1,1,1,1,1,0.9767172067901235,0.9767172067901234
1452,RUR3411,RUR3411__SKTUggoki,4,C4-WZD-07,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1453,RUR5412,RUR5412__S_ModelTownUgoke,3,C4-WZD-07,,Enfrashare,EC1-SKT-02972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9908564814814815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999542824074074,0.999542824074074
1454,RUR5470,RUR5470__S_Dulchike,3,C4-WZD-07,,E.Co,e.coPK016942PU,0.8556635802469137,0.8221643518518519,0.9526157407407407,0.9799768518518519,0.8513117283950618,0.9503858024691358,1,1,1,0.9994984567901235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9705808256172841,0.970580825617284
1455,WZB0029,WZB0029__S_SuiGasTower_AhmedNasarRoadWarid_MDWA1510,3,C4-WZD-07,13,Stand by,,1,1,1,0.996875,1,0.7560763888888888,1,1,1,1,1,1,0.9434992283950617,1,1,0.5612847222222223,1,1,1,0.8374614197530864,1,1,1,1,1,1,1,1,1,1,1,0.9547598379629629,0.9547598379629629
1456,DSK1138,DSK1138__Offload DSK0321C,3,C4-WZD-07,31,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9621527777777777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9981076388888889,0.9981076388888889
1457,RUR5979,RUR5979__S_Ghalotian Kalan Warid_GJ3993,3,C4-WZD-07,,Ufone,7712,1,1,0.9911921296296297,0.9781867283950617,1,1,1,0.9819058641975309,1,1,1,1,0.9879050925925926,1,1,0.969849537037037,1,1,1,0.9349537037037037,1,1,1,1,1,1,1,1,1,1,1,0.9921996527777779,0.9921996527777778
1458,RUR0370,RUR0370__HeadKhanki_NEW,4,C4-WZD-07,,CP Prime,,0.7653530092592592,1,0.9949652777777778,1,1,1,1,1,1,1,1,1,1,1,1,0.8979311342592593,1,0.7999537037037037,0.6005063657407411,0.9309461805555556,1,1,1,1,1,1,1,1,1,1,1,0.9494827835648149,0.9494827835648149
1459,RUR0713,RUR0713_Watalian,3,C4-WZD-07,9,Stand by,,1,0.9782407407407407,1,0.918846450617284,1,1,1,1,0.7646604938271601,0.9783757716049383,0.9042824074074075,0.9937885802469136,0.8624228395061729,0.8293981481481482,1,0.9434027777777777,1,0.9868827160493827,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9580150462962964,0.9580150462962963
1460,DSK0321,DSK0321__Daska,3,C4-WZD-07,27+31,Stand by,,0.9909259259259259,0.9669753086419753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9978950617283949,0.997895061728395
1461,DSK9833,DSK9833__MohallBanwala,3,C4-WZD-07,20,Stand by,7214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1462,DSK5782,DSK5782__S_FarooqiaStreetIslampura,3,C4-WZD-07,,Enfrashare,EC1-DSK-02395,1,1,1,0.8383487654320988,1,1,1,1,0.7613541666666668,1,0.8647376543209877,0.9969328703703704,1,0.9875578703703703,0.9488811728395061,0.8095293209876544,0.9477816358024691,0.7296373456790124,0.8107098765432099,0.9516666666666667,1,1,1,1,1,1,1,1,1,1,1,0.9323568672839506,0.9323568672839506
1463,DSK5650,DSK5650__S_HaqPura,3,C4-WZD-07,,Enfrashare,EC1-DSK-02503,1,1,0.896724537037037,0.912704475308642,1,1,1,1,0.8356288580246913,1,0.8878279320987654,1,1,1,1,0.8635069444444444,1,0.8685108024691358,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9632451774691357,0.9632451774691358
1464,RUR0176,RUR0176__Jamkey_CheemNEW,3,C4-WZD-07,20,Stand by,,1,1,1,1,1,0.9919560185185186,1,1,0.933815586419753,0.927662037037037,1,1,1,1,0.9946952160493827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9924064429012345,0.9924064429012346
1465,RUR0423,RUR0423__S_HabibpurWarid_MDSK5041,3,C4-WZD-07,,Ufone,7830,0.9419367283950617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.838233024691358,1,1,1,1,1,1,1,1,1,1,1,0.9890084876543211,0.989008487654321
1466,BPW8989,BPW8989_SBDKRD_BhopalwalACD,4,C4-WZD-07,27,Stand by,,1,1,1,1,1,1,1,1,1,0.9277777777777778,1,1,1,1,0.9996817129629629,0.9996383101851852,1,0.9882957175925926,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9957696759259258,0.9957696759259259
1467,RUR8752,RUR8752__RandirBaggaira,3,C4-WZD-07,13,Stand by,,0.8482098765432099,0.8248842592592592,1,1,1,1,1,1,1,1,1,0.9929783950617284,1,1,1,1,0.9980131172839506,0.9965277777777778,0.9941358024691358,0.8347800925925926,1,1,1,1,1,1,1,1,1,1,1,0.9744764660493827,0.9744764660493828
1468,SKY9499,SKY9499__S_Saroki_Chowk_2J3777,3,C4-WZD-07,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1469,SMB8086,SMB8086__S_OpenplotMorSambrialmajraRoadWarid_MR325299,4,C4-WZD-07,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9639756944444444,0.956808449074074,0.9751041666666667,0.9808449074074074,0.9476996527777778,1,1,1,1,1,1,1,1,1,1,1,1,0.9912216435185186,0.9912216435185185
1470,RUR5556,RUR5556__S_Dhidowali,3,C4-WZD-07,,E.Co,e.coPK000061PU,1,1,1,1,1,0.9649112654320988,0.921412037037037,0.8765046296296296,0.8110146604938272,0.9901427469135803,0.8406288580246914,1,0.9706597222222222,1,1,0.7773804012345679,1,0.846412037037037,0.9939429012345679,0.9937885802469136,1,1,1,1,1,1,1,1,1,1,1,0.9493398919753089,0.9493398919753087
1471,SMB6385,SMB6385__S_NadraOffice_TPLSM001,3,C4-WZD-07,,Telenor,LSM001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1472,RUR0510,RUR0510__S_MittranWaliWarid_MDDK1993,3,C4-WZD-07,20,Stand by,,1,0.981045524691358,0.6666705246913581,0.6666705246913581,0.6666705246913581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9490528549382716,0.9490528549382716
1473,HWY9507,HWY9507__S_Khattyan Wala Khoh_G.T.Road_WA1592,3,C4-WZD-07,20,Stand by,,1,1,0.9914351851851851,1,1,0.975733024691358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9983584104938272,0.9983584104938272
1474,RUR5983,RUR5983__S_Ghudiala kalan Warid_625369,3,C4-WZD-07,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1475,RUR5976,RUR5976__S_Othian Warid_625367,3,C4-WZD-07,,CP Prime,,0.8969483024691358,0.7501003086419753,0.9911921296296297,0.9781288580246914,1,1,1,0.9821180555555555,0.7544251543209877,0.7361458333333333,1,1,0.9282021604938271,0.9988425925925926,1,0.969849537037037,1,1,1,0.9349151234567902,1,1,1,1,1,1,1,1,1,1,1,0.946043402777778,0.9460434027777778
1476,RUR3419,RUR3419__SKTRohaila,3,C4-WZD-07,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8956597222222222,1,1,1,1,1,1,1,1,1,1,1,0.9947829861111112,0.9947829861111112
1477,WZB0817,WZB0817__NazimabadWazirabad,3,C4-WZD-07,27+30+31,Stand by,,1,1,1,0.9953125,1,0.9798109567901234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9987561728395061,0.9987561728395061
1478,RUR0373,RUR0373__Bharoki_New,3,C4-WZD-07,,GLO,,1,1,0.9917824074074074,1,1,0.9756365740740741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9983709490740742,0.9983709490740741
1479,RUR1087,RUR1087_Majra,3,C4-WZD-07,,GLO,,0.9991319444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9820023148148148,1,1,1,1,0.9117091049382716,1,1,1,1,1,1,1,1,1,1,1,0.9946421682098766,0.9946421682098766
1480,WZB9389,WZB9389__S_AnsariTown_CMPak43334,3,C4-WZD-07,,CM Pak,43334,1,1,1,1,1,1,1,1,0.8740162037037037,1,1,1,1,1,1,0.5461458333333333,0.1920177469135802,0.5422569444444445,1,0.8516010802469136,1,1,1,1,1,1,1,1,1,1,1,0.9003018904320989,0.9003018904320987
1481,WZB9635,WZB9635__Bagri_PlazaWazirabad,3,C4-WZD-07,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1482,RUR5728,RUR5728__S_Karmabad,3,C4-WZD-07,,Enfrashare,EC1-WZD-02326,1,1,0.9657600308641975,1,1,1,1,1,1,1,0.8616782407407407,0.9671064814814815,1,1,0.9972800925925925,0.9864197530864197,1,0.9944637345679013,1,0.8708333333333333,1,1,1,1,1,1,1,1,1,1,1,0.9821770833333334,0.9821770833333333
1483,SMB9283,SMB9283__S_SambrialCinema,3,C4-WZD-07,,E.Co,e.coPK019733PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1484,DSK9367,DSK9367__S_Younasabad,3,C4-WZD-07,,E.Co,E.coPK018309PU,1,1,1,1,0.9853395061728395,0.880883487654321,1,1,1,1,1,1,1,1,1,1,1,0.8090277777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983762538580247,0.983762538580247
1485,RUR8422,RUR8422__S_MaloMeh,3,C4-WZD-07,,E.Co,e.coPK000991PU,1,0.9090663580246914,1,0.9712962962962963,1,1,1,1,0.9556712962962963,1,0.9919560185185186,1,1,1,1,0.9919560185185186,1,0.9643518518518519,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9892148919753087,0.9892148919753087
1486,RUR8581,RUR8581__S_Kanwalit,3,C4-WZD-07,,ATL,ATSLK5,0.8520061728395062,0.9555555555555556,0.8780671296296296,0.9654861111111112,0.9143672839506173,0.9424807098765432,0.9903626543209877,0.9131944444444444,0.9334297839506173,0.9341435185185185,0.9749035493827161,0.9035686728395061,0.9531635802469136,0.9651620370370371,0.9608603395061728,0.8967978395061729,0.9473958333333333,0.8699537037037037,0.9431712962962963,0.8918094135802469,1,1,1,1,1,1,1,1,1,1,1,0.9292939814814816,0.9292939814814816
1487,RUR1190,RUR1190__S_GhalotianMor,3,C4-WZD-07,,E.Co,e.coPK019950PU,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9950810185185185,1,1,1,1,0.8590856481481481,1,1,1,1,1,1,1,1,1,1,1,1,0.9927083333333334,0.9927083333333333
1488,HWY1001,HWY1001__S_KotKhizri,3,C4-WZD-07,,Enfrashare,EC1-WZD-09617,1,1,0.9894483024691358,1,1,1,0.9583912037037037,1,0.9161458333333333,0.9689236111111111,1,1,0.6975385802469136,1,1,0.996875,1,1,1,0.7896412037037037,1,1,1,1,1,1,1,1,1,1,1,0.965848186728395,0.965848186728395
1489,RUR2886,RUR2886__S_Kheuewali,3,C4-WZD-07,,Enfrashare,EC1-WZD-09683,0.822145061728395,1,1,1,1,0.9617283950617284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9891936728395061,0.9891936728395062
1490,RUR3946,RUR3946__GhakharMandi3,3,C4-WZD-07,,GLO,,1,1,0.9936535493827161,0.9938078703703703,0.7439158950617284,0.5905054012345677,0.7395177469135802,1,1,1,1,0.9359953703703704,1,0.9984182098765432,1,1,1,1,0.9719212962962963,0.9105324074074075,1,1,1,1,1,1,1,1,1,1,1,0.9439133873456791,0.943913387345679
1491,RUR0186,RUR0186__S_HEAD_BOMBANWALAWarid_MDDK1610,4,C4-WZD-07,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991724537037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995862268518518,0.9995862268518519
1492,SMB2422,SMB2422__S_Opposite_DryportWarid_MDSK1583,3,C4-WZD-07,30,Stand by,,1,1,1,1,1,0.998070987654321,1,1,1,1,1,1,1,1,1,1,0.9979745370370371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998022762345679,0.9998022762345679
1493,HWY0367,HWY0367__JasarwalNEW,4,C4-WZD-07,27,Stand by,,1,1,1,1,1,1,1,0.9964236111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998211805555556,0.9998211805555556
1494,SMB4149,SMB4149__S_MalkhanwalaWarid_MDSK5094,3,C4-WZD-07,,Telenor,LMH001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1495,RUR4494,RUR4494__WaraichRiceMillGlot,3,C4-WZD-07,20,Stand by,,1,1,0.9502006172839506,0.9738078703703704,1,1,1,0.9825810185185185,1,1,1,0.998707561728395,0.9538001543209876,1,1,0.8376157407407407,1,1,1,0.9293981481481481,1,1,1,1,1,1,1,1,1,1,1,0.9813055555555555,0.9813055555555557
1496,WZB9803,WZB9803__FazalColony,3,C4-WZD-07,20,Stand by,,1,1,0.9951195987654321,1,1,0.9525462962962963,1,1,1,1,1,1,1,1,1,0.9980902777777778,1,1,1,0.8747800925925926,1,1,1,1,1,1,1,1,1,1,1,0.9910268132716048,0.9910268132716049
1497,RUR0192,RUR0192__S_KandanSianWarid_MDDK7678,3,C4-WZD-07,,Telenor,LWZ004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9107638888888889,1,1,1,1,1,1,1,1,1,1,1,0.9955381944444444,0.9955381944444445
1498,RRC0004,RRC0004__S_Pindian_Bhanoke_Ufone7797,3,C4-WZD-07,,Ufone,7797,1,1,1,1,1,0.29288580246913576,0.7248418209876544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9508863811728394,0.9508863811728395
1499,WZB8294,WZB8294_S_Usmanmarriagehall,3,C4-WZD-07,,ATL,ATWZR01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500,RUR7515,RUR7515__S_Raipur,3,C4-WZD-07,,E.Co,e.coPK016275PU,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9806327160493827,1,1,1,1,0.9954861111111111,0.7813850308641975,1,1,1,1,1,1,1,1,1,1,1,0.9878751929012347,0.9878751929012346
