Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
1253,SKT9468,SKT9468__S_Langri_wala_Ranger_road_MDSK4284,3,C4-SKT-03,20,Stand by,,,,,,,,,,,,,,,,,,,,,391.9999999999999,,,,,,,,,,,,391.9999999999999,,1,0.9954629629629629,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1254,PMD9666,PMD9666__RomalJuttanSKT,3,C4-SKT-03,31,Stand by,,,,,,,7.5,,,,,,,,21.75,22.333333333333336,,11.583333333333332,,,,,,,,,,,,,,,63.16666666666667,,4,0.9992689043209876,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1255,SKT3773,SKT3773__S_Hadi_Town_Stop_garah_MDSK4270,3,C4-SKT-03,20,Stand by,,2879.966666666666,,,42.99999999999999,,,43.91666666666667,,20.416666666666664,44.00000000000001,41.25,40.41666666666667,59.08333333333333,,,42.99999999999999,1042.25,,,480.1666666666668,,,,,,,,,,,,4737.466666666666,,11,0.9451682098765433,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1256,SKT6400,SKT6400__S_HamzaGhaus,3,C4-SKT-03,,ATL,ATSLK11,,,,94.83333333333334,,,,,18.5,102.83333333333333,23.083333333333336,93.75,,,,,47.25,,,218.58333333333334,,,,,,,,,,,,598.8333333333334,,7,0.9930690586419754,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1257,SKT9474,SKT9474__S_Pakistan_Chowk_Sialkot_Cantt_MDSK1891,3,C4-SKT-03,20,Stand by,,721.4666666666667,,,,,,17,169.5,,,,,,,,510.2499999999999,477.9166666666668,819.4166666666665,,,,,,,,,,,,,,2715.55,,6,0.9685700231481482,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1258,SKT9480,SKT9480__S_Gohadpur_MDSK4281,3,C4-SKT-03,30,Stand by,,,,,,,,,29.249999999999993,,,,,,,,,,,,,,,,,,,,,,,,29.249999999999993,,1,0.9996614583333333,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1259,SKT5528,SKT5528_H_Sialkot Sankhatra Rd Kishnaywali Kothey Sialkot,3,C4-SKT-03,,Enfrashare,EC1-SKT-06418,798.5000000000001,,,,309.6500000000001,,,,,220.25,,,78.99999999999999,306.05000000000007,,458.7500000000001,,,,256.5,,,,,,,,,,,,2428.7000000000003,,7,0.9718900462962964,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1260,RUR9470,RUR9470__S_Village_Kamonwala_MDSK4289,3,C4-SKT-03,30,Stand by,,,19.416666666666668,,,,,,,,,45.91666666666666,,,,,,8.25,,,,,,,,,,,,,,,73.58333333333333,,3,0.9991483410493827,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1261,MDW8987,MDW8987__BhagowalSialkot,4,C4-SKT-03,27,Stand by,,,,,,,,,206.5,,,,,,,,,,,,,,,,,,,,,,,,206.5,,1,0.9982074652777777,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1262,SKT8758,SKT8758__S_QabrastanShaheedan_CMPak7163,3,C4-SKT-03,,CM Pak,7163,714.6166666666664,2279.8999999999996,306.7500000000001,279.25,200.25,130.66666666666669,112.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,4023.849999999999,,7,0.953427662037037,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,CMPak,7163,Macro
1263,SKT1620,SKT1620__S_Pasrur_Road_Shamas_Pura_MDSK4277,3,C4-SKT-03,30,Stand by,,,,,,,,,22.583333333333336,,,,,,,226.08333333333331,123.8333333333333,,,,,,,,,,,,,,,,372.49999999999994,,3,0.9956886574074075,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1264,PMD6138,PMD6138__S_Kotli_Said_MeerWarid_MDSK1889,3,C4-SKT-03,20,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1265,KLW9890,KLW9890__RangKhukhran,3,C4-SKT-03,20,Stand by,,,,,,,90.58333333333333,,,,,,,472.4166666666667,,,,,,326.6500000000001,,,,,,,,,,,,,889.6500000000001,,3,0.989703125,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1266,SKT5152,SKT5152__S_Rauf Plaza Warid_MDSK4176,3,C4-SKT-03,27,Stand by,,33.50000000000001,,,,44.25,,,,,,,,346.05000000000007,,33.08333333333333,,,,,,,,,,,,,,,,,456.8833333333334,,4,0.9947119984567901,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1267,SKT6408,SKT6408__S_MeharStGohadpur,3,C4-SKT-03,,E.Co,e.coPK019031PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1268,SKT9483,SKT9483__S_Ghazi Pur_MDSK4188,3,C4-SKT-03,30,Stand by,,,,,,,,,,,,,,,,112.75,,,,,,,,,,,,,,,,,112.75,,1,0.9986950231481481,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1269,SKT9482,SKT9482__S_Model Town SKT_MDSK4179,3,C4-SKT-03,27,Stand by,,213.66666666666663,,,1455.45,643.2666666666667,,,,154.99999999999997,529.2500000000001,,,,,,,533.4166666666667,,311.25,,,,,,,,,,,,,3841.3,,7,0.9555405092592593,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1270,SKT8131,SKT8131__T_SarafaBazar,2,C4-SKT-03,,Jazz CP Prime,,,,,,,,,,,,,,19.5,,,,,,11.833333333333334,,,,,,,,,,,,,31.333333333333336,,2,0.9994560185185185,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Micro
1271,SKT2117,SKT2117__AdalatGarh,3,C4-SKT-03,,UFONE,7757,,,,,,,,,,,,,,,,,,8.916666666666668,,,,,,,,,,,,,,8.916666666666668,,1,0.9998967978395062,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,UFone,7757,Macro
1272,SKT3800,SKT3800__ShahabRoad,3,C4-SKT-03,27,Stand by,,51.75,126.80000000000001,,,201.49999999999994,112.75000000000003,58.16666666666667,67.33333333333334,97.99999999999997,32.25,64.75,52.29999999999999,69,,,,,,85.74999999999999,69.5,,,,,,,,,,,,1089.85,,13,0.9873859953703703,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1273,SKT4186,SKT4186__S_Doburji_Malian_Pasroor_Road_MDSK4271,3,C4-SKT-03,30,Stand by,,210,,,,,,,,,,,,,,,,,320.19999999999993,829.5833333333333,,,,,,,,,,,,,1359.7833333333333,,3,0.9842617669753086,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1274,RUR5259,RUR5259__S_ThathaManak_CMPak41245,3,C4-SKT-03,,CM Pak,40850,,99.49999999999997,633.5000000000001,,,505.83333333333326,,360,,,,,,,,,,,,,,,,,,,,,,,,1598.8333333333335,,4,0.9814949845679013,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,CMPak,40850,Macro
1275,SKT4628,SKT4628__HolyTrinitySKT_Cantt,4,C4-SKT-03,31,Stand by,,,40,,,,,,15.333333333333332,,,501.66666666666663,,,,,,518.7500000000001,,,,,,,,,,,,,,,1075.75,,4,0.9906618923611111,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1276,SKT0572,SKT0572__P_BohriMohalla,3,C4-SKT-03,27,Stand by,,,,,,,,,127.4166666666667,,,,,,,,,45,,,194,,,,,,,,,,,,366.4166666666667,,3,0.9957590663580247,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1277,SKT3424,SKT3424__MohallaBijliGhar,3,C4-SKT-03,27,Stand by,,,,,335.0000000000001,,203.33333333333334,5.083333333333333,,,7.5,,,,,,,24.5,,,,,,,,,,,,,,,575.4166666666669,,5,0.9933400848765431,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1278,KTL6094,KTL6094__S_NokhwalWarid_MDSK1984,3,C4-SKT-03,30,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1279,SKT0020,SKT0020__QilaSialkot,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,,,,,,,,495.5499999999999,,,,,,,,,,,,,495.5499999999999,,1,0.9942644675925927,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1280,SKT9473,SKT9473__S_Darbar_Sarwar_Shah_MDSK4288,3,C4-SKT-03,27,Stand by,,278.66666666666674,199.58333333333334,251.49999999999991,32.33333333333333,44.25,43.5,44.25,273.3833333333334,89.08333333333333,73.41666666666667,73.91666666666666,43.166666666666664,89.08333333333331,214.8166666666667,75.58333333333334,109.08333333333333,87.33333333333333,,43.333333333333336,177.16666666666663,,,,,,,,,,,,2243.45,,19,0.9740341435185185,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1281,SKT9472,SKT9472__S_Muslim Town SKT_MDSK4175,3,C4-SKT-03,27,Stand by,,1111.0833333333335,,,,64.16666666666667,,,,,20.25,63.249999999999986,,128.41666666666669,,1444.5,,,,,,,,,,,,,,,,,2831.666666666667,,6,0.9672260802469136,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1282,RUR0879,RUR0879__Chaprar,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,54.500000000000014,,,,,,,,,,,,,,,,,,,,54.500000000000014,,1,0.9993692129629629,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1283,SKT9484,SKT9484__S_Hotel Taj Mahal_MDSK4283,3,C4-SKT-03,30,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1284,SKT5848,SKT5848__S_AlRehmatSuperStore,3,C4-SKT-03,,Enfrashare,EC1-SKT-01917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1285,SKT5834,SKT5834 LTE_SKT5834_H_Rehman Road Sahowali Sialkot,3,C4-SKT-03,,Enfrashare,EC1-SKT-07863,,,,,,,,,,,,,,,131.91666666666666,,46.24999999999999,,,,,,,,,,,,,,,178.16666666666666,,2,0.9979378858024691,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1286,SKT5699,SKT5699__S_BijliMohalla,3,C4-SKT-03,,Enfrashare,EC1-SKT-02541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1287,RUR0764,RUR0764_SandraKhurd_NEW,3,C4-SKT-03,,UFONE,3442,638.1499999999997,193.58333333333331,252.13333333333335,171.83333333333334,991.6666666666667,,15,1816.3833333333337,40.25,,823.9,1643.366666666668,216.6666666666667,,310.9666666666667,2168.7999999999997,124.6333333333333,,1976.5166666666657,320.3333333333333,,,,,,,,,,,,11704.183333333334,,16,0.8645349151234568,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,UFone,3442,Macro
1288,SKT9479,SKT9479__S_Mohalla_Bhankan_Sharif_MDSK4287,3,C4-SKT-03,30,Stand by,,,,,,,,134.33333333333331,,,,,,,,,,,296.0833333333333,,244.5,,,,,,,,,,,,674.9166666666666,,3,0.9921884645061728,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1289,RUR6131,RUR6131__S_DingayWarid_MR1R3579,3,C4-SKT-03,20,Stand by,,,,,,,16,,,,,,,,,7.583333333333333,,510.5000000000001,,,92.00000000000001,,,,,,,,,,,,626.0833333333335,,4,0.9927536651234569,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1290,SKT9693,SKT9693,3,C4-SKT-03,,CP Prime,,,,13.333333333333334,,,,,,,,,,,,,,538.5,,,80.00000000000001,,,,,,,,,,,,631.8333333333334,,3,0.9926871141975309,25782.433333333334,17822.833333333336,0,7329.083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1291,RUR0866,RUR0866__KhojeChakBajwatRD,3,C4-SKT-03,27,Stand by,,,,,,,24.75,,,,,,118.71666666666667,,,,928.7499999999997,350.33333333333337,383.98333333333335,,,,,,,,,,,,,,1806.533333333333,,5,0.9790910493827161,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1292,Skt3422,Skt3422__Hammad_Arcade,3,C4-SKT-03,20,Stand by,,,,,321,,,,,,,,,,293.50000000000006,,,,,,,,,,,,,,,,,,614.5,,2,0.9928877314814816,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1293,RUR5880,RUR5880_H_Paropi Arayian Sialkot,3,C4-SKT-03,,Enfrashare,EC1-SKT-08180,,,,,,,,,,,27.75,,,,644.4999999999998,413.24999999999994,117.75,,,,,,,,,,,,,,,1203.2499999999998,,4,0.9860734953703704,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1294,SKT4148,SKT4148__AirportRd,3,C4-SKT-03,30,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1295,SKT3223,SKT3223__Rangpur2,4,C4-SKT-03,30,Stand by,,,,,,564.7499999999998,,,,,,,,,,98.33333333333331,,,,,,,,,,,,,,,,,663.083333333333,,2,0.994244068287037,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
